"category","expertneeded","length","name","stub"
"Category:Decision theory",False,2050,"Q-ratio",False
"Category:Statistical theory",False,3257,"Slutsky's theorem",False
"Category:Fields of application of statistics",False,8556,"Linda P. Fried",False
"Category:Fields of application of statistics",False,2277,"Dendroscope",False
"Category:Fields of application of statistics",False,41059,"MIT Sloan Sports Analytics Conference",False
"Category:Fields of application of statistics",False,872,"Solvency ratio",False
"Category:Statistical software",False,3805,"Easy Java Simulations",False
"Category:Statisticians",False,13009,"Leonard Courtney, 1st Baron Courtney of Penwith",False
"Category:Decision theory",False,5637,"Teller (elections)",False
"Category:Fields of application of statistics",False,1696,"General Data Format for Biomedical Signals",False
"Category:Statistics stubs",False,1277,"Transiogram",True
"Category:Rankings",False,2215,"Ranking (information retrieval)",False
"Category:Decision theory",False,115790,"Utilitarianism",False
"Category:Fields of application of statistics",False,5493,"Fertility testing",False
"Category:Fields of application of statistics",False,2420,"Milliman",False
"Category:Data analysis",False,8500,"MTR (software)",False
"Category:Fields of application of statistics",False,39389,"Attribute Hierarchy Method",False
"Category:Information, knowledge, and uncertainty",False,5641,"Garside classification",False
"Category:Fields of application of statistics",False,27185,"Spectrum analyzer",False
"Category:Data collection",False,4615,"Analytic confidence",False
"Category:Fields of application of statistics",False,785,"Recursive filter",True
"Category:Fields of application of statistics",False,27289,"Financial correlation",False
"Category:Statistical organizations",False,3626,"Technometrics",True
"Category:Statistical theory",False,2602,"Hamming scheme",False
"Category:Decision theory",False,1485,"Ulbricht Doctrine",False
"Category:Stochastic processes",False,5423,"Fair queuing",False
"Category:Statistical data types",False,21946,"Price index",False
"Category:Decision theory",False,7732,"Policy debate competitions",False
"Category:Fields of application of statistics",False,5281,"New York Life Protection Index",False
"Category:Fields of application of statistics",False,4153,"Rasch model estimation",False
"Category:Fields of application of statistics",False,3922,"Howland will forgery trial",False
"Category:Fields of application of statistics",False,7841,"Standard-setting study",False
"Category:Information, knowledge, and uncertainty",False,13643,"Operational risk",False
"Category:Information, knowledge, and uncertainty",False,2183,"Bank examiner",False
"Category:Information, knowledge, and uncertainty",False,17270,"Gowers Review of Intellectual Property",False
"Category:Fields of application of statistics",False,16672,"Colors of noise",False
"Category:Fields of application of statistics",False,6122,"Phrap",False
"Category:Design of experiments",False,10094,"Observational study",False
"Category:Statisticians",False,28406,"Francis Ysidro Edgeworth",False
"Category:Covariance and correlation",False,5303,"Correlation ratio",False
"Category:Decision theory",False,55271,"Chess opening",False
"Category:Statistical organizations",False,1072,"Statistical Office of Slovenia",False
"Category:Fields of application of statistics",False,14148,"Code",False
"Category:Statistical randomness",False,10250,"Coincidence detection in neurobiology",False
"Category:Rankings",False,15262,"BSWW Beach Soccer rankings",False
"Category:Stochastic processes",False,2034,"Mabinogion sheep problem",False
"Category:Fields of application of statistics",False,13627,"Juggling world records",False
"Category:Data collection",False,18641,"J. Peters",False
"Category:Fields of application of statistics",False,17917,"Age and female fertility",False
"Category:Fields of application of statistics",False,2604,"Halide (programming language)",False
"Category:Statistical theory",False,6113,"Parameter space",False
"Category:Decision theory",False,6555,"Backgammon opening theory",False
"Category:Statistical tests",False,4945,"Dixon's Q test",False
"Category:Fields of application of statistics",False,18362,"Total fertility rate",False
"Category:Fields of application of statistics",False,6579,"Barco (manufacturer)",False
"Category:Statistical organizations",False,3336,"South African Athletics Statisticians",False
"Category:Fields of application of statistics",False,5120,"Traceability matrix",False
"Category:Fields of application of statistics",False,3406,"New Great Migration",False
"Category:Fields of application of statistics",False,1417,"Pruning (morphology)",False
"Category:Fields of application of statistics",False,5902,"Landflucht",False
"Category:Fields of application of statistics",False,1899,"OLI Analyzer",False
"Category:Statistical data sets",False,3244,"Household, Income and Labour Dynamics in Australia Survey",False
"Category:Decision theory",False,4679,"Classical general equilibrium model",False
"Category:Information, knowledge, and uncertainty",False,2924,"The PayPal Wars",False
"Category:Fields of application of statistics",False,1825,"Behavioral portfolio theory",False
"Category:Statistics stubs",False,3774,"Descriptive research",True
"Category:Statistical data sets",False,9079,"American Housing Survey",False
"Category:Data collection",False,26225,"Aperture",False
"Category:Fields of application of statistics",False,21427,"European Nucleotide Archive",False
"Category:Data collection",False,4175,"Trenegy Incorporated",False
"Category:Decision theory",False,18017,"Gradient boosting",False
"Category:Fields of application of statistics",False,10756,"Vote splitting",False
"Category:Statisticians",False,2867,"Michael A. Newton",False
"Category:Fields of application of statistics",False,3564,"Absolute risk reduction",False
"Category:Information, knowledge, and uncertainty",False,9803,"Malvertising",False
"Category:Fields of application of statistics",False,8129,"Stroboscope",False
"Category:Regression analysis",False,5900,"Focused information criterion",False
"Category:Statistical data coding",False,78008,"Lincolnshire",False
"Category:Fields of application of statistics",False,19416,"Implantation (human embryo)",False
"Category:Data collection",False,7168,"Chief Directorate of Intelligence of the Ministry of Defence of Ukraine",False
"Category:Decision theory",False,4006,"European Thesaurus on International Relations and Area Studies",False
"Category:Statistical data sets",False,9279,"Family in the Soviet Union",False
"Category:Fields of application of statistics",False,2913,"Transformation Priority Premise",False
"Category:Statistical deviation and dispersion",False,525,"Mean square quantization error",False
"Category:Fields of application of statistics",False,6763,"European Convention on Nationality",False
"Category:Statistical distance measures",False,10808,"Bregman divergence",False
"Category:Decision theory",False,5437,"Institute for the Analysis of Global Security",False
"Category:Fields of application of statistics",False,6779,"Nyquist frequency",False
"Category:Fields of application of statistics",False,5575,"Tween (demographic)",False
"Category:Fields of application of statistics",False,8415,"Interest-only loan",False
"Category:Fields of application of statistics",False,4633,"Effective interest rate",False
"Category:Design of experiments",False,1373,"Experimental design diagram",False
"Category:Statistical data sets",False,22714,"UK Data Archive",False
"Category:Statistical data sets",False,1052,"Moldovan Census (2014)",False
"Category:Fields of application of statistics",False,5911,"ArrayTrack",False
"Category:Decision theory",False,6097,"Analytical Center for the Government of the Russian Federation",False
"Category:Data collection",False,154832,"PRISM (surveillance program)",False
"Category:Statistical data types",False,13866,"Scale (social sciences)",False
"Category:Statistical data sets",False,46728,"Juvenile delinquency",False
"Category:Information, knowledge, and uncertainty",False,6201,"Microsoft Corp. v. Shah",False
"Category:Fields of application of statistics",False,18428,"Asian junior records in athletics",False
